"USA","Miami Coral Gables/Miracle Mkt","BRANCH:42426"
"USA","Miami Doral/InterContinental","BRANCH:45919"
"USA","Miami/InterContinental Hotel","BRANCH:3271"
"USA","Aventura/North Miami","BRANCH:42433"
"USA","North Carolina","REGION:1776"
"Egypt","North Coast","REGION:3531"
"United Kingdom","Northern Ireland","REGION:1548"
"USA","Orlando Int Airport","BRANCH:7"
"USA","Palm Beach Int Airport","BRANCH:2600"
"Spain","La Palma Canarias","REGION:2506"
"Spain","Las Palmas (Gran Canaria)","REGION:835"
"Spain","Palma de Mallorca","REGION:880"
"USA","Tampa Int Airport","BRANCH:41217"
"USA","Tampa","REGION:1534"
"USA","Tampa Downtown ","BRANCH:45875"
"USA","W Palm Beach (Local Customers)","BRANCH:42697"
"USA","Fort Worth Downtown","BRANCH:47263"
"USA","Las Vegas Int Airport","BRANCH:42299"
"USA","Las Vegas","REGION:2054"
"USA","Las Vegas Hughes Center","BRANCH:44637"
"USA","Oahu Honolulu Int Airport ","BRANCH:44050"
"USA","Honolulu","REGION:3542"
"USA","Kauai Lihue Airport","BRANCH:44052"
"USA","Lihue","REGION:3709"
"USA","Maui Kahului Airport","BRANCH:44049"
"USA","Maui","REGION:3473"
"USA","Maui/Four Seasons","BRANCH:46939"
"USA","Waikiki/Alohilani","BRANCH:44586"
"USA","Wailea/Kihei Deliveries","BRANCH:47403"
"USA","Kihei","REGION:3735"
"USA","Hickam (on Military Base)","BRANCH:47078"
"Switzerland","Basel","REGION:944"
"USA","Houston IAH Int Airport","BRANCH:44584"
"USA","Houston TX","REGION:3576"
"USA","Houston Downtown","BRANCH:46650"
"USA","Indianapolis Int Airport","BRANCH:41335"
"USA","Indianapolis Metropolitan FBO","BRANCH:46536"
"USA","Indianapolis","BRANCH:41336"
"USA","Indianapolis","REGION:2786"
"USA","Jersey City/Newport Centre","BRANCH:47261"
"USA","New Jersey","REGION:2134"
"USA","New York City","REGION:3431"
"USA","Las Vegas Strip/Deliveries","BRANCH:43963"
"USA","New York City Battery Park","BRANCH:42461"
"Guadeloupe","Baie-Mahault","REGION:1511"
"Mauritius","Belle Mare","REGION:1265"
"Thailand","Chiang Mai","REGION:1382"
"France","Le Mans","REGION:2382"
"USA","Minneapolis Int Airport","BRANCH:44602"
"USA","Minneapolis, MN","REGION:2515"
"USA","Raleigh Durham Int Airport","BRANCH:46645"
"USA","Newark Int Airport","BRANCH:45429"
"USA","Newark NJ","REGION:2884"
"USA","New York JFK Int Airport","BRANCH:45430"
"USA","New York LGA Airport","BRANCH:45431"
"USA","Queens (Local Customers)","BRANCH:46773"
"Australia","Queensland","REGION:3724"
"New Zealand","Queenstown","REGION:3586"
"USA","Portland Int Airport","BRANCH:44000"
"USA","Portland, OR","REGION:3614"
"USA","Portland Downtown","BRANCH:47399"
"USA","Pittsburgh Int Airport ","BRANCH:46791"
"USA","Pittsburgh","REGION:3717"
"USA","San Antonio Int Airport","BRANCH:41067"
"USA","Renton/Deliveries","BRANCH:46005"
"USA","Renton","REGION:3578"
"USA","Seattle Int Airport","BRANCH:9225"
"USA","Seattle","REGION:1524"
"USA","Seattle/Hyatt Regency","BRANCH:45242"
"USA","Tacoma/Deliveries","BRANCH:46004"
"USA","Tacoma","REGION:3580"
"USA","Washington Dulles Int Airport","BRANCH:44583"
"USA","Washington DC Union Station","BRANCH:46649"
"USA","Washington","REGION:1520"
"USA","Washington DC","REGION:3524"
